Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;;
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CORDOBA;899999034;Córdoba;Montería;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA;890399011;Valle del Cauca;Cali;;
DISPENSARIO MEDICO DE CALI;830039670;Valle del Cauca;Cali;;
DEPARTAMENTO DEL CASANARE;892099216;Casanare;Yopal;;
MUNICIPIO DE GAMEZA;891857764;No Definido;No Definido;;
INSTITUTO DE CULTURA Y TURISMO DE BOLIVAR;900673958;Bolívar;Cartagena;;
MUNICIPIO DE PIENDAMO;891500856;Cauca;Piendamó;;
UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS - BM;900490473;Valle del Cauca;Cali;;
INSTITUTO DE TURISMO DEL META;892000563;Meta;Villavicencio;;
REGION ADMINISTRATIVA DE PLANIFICACION RAP PACIFICO;901127870;No Definido;No Definido;;
IE JOSE EUGENIO MARTINEZ;800090099;No Definido;No Definido;;
MUNICIPIO DE TOGUI;800062255;No Definido;No Definido;;
GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARÍA DE DESARROLLO RURAL; AGRICULTURA Y PESCA;8903990295;Valle del Cauca;Cali;
CONTRALORIA GENERAL DE LA REPUBLICA - CGR - GERENCIA DEPARTAMENTAL VALLE DEL CAUCA;899999067;Valle del Cauca;Cali;;
INSTITUTO NACIONAL PARA SORDOS;860016627;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CALI;805007945;Distrito Capital de Bogotá;Bogotá;;
DEPARTAMENTO DEL META;8920001488;Meta;Villavicencio;;
ALCALDIA MUNICIPIO DE GIGANTE HUILA;891180176;No Definido;No Definido;;
E.S.E. HOSPITAL SAN RAFAEL DE GIRARDOTA;890980727;Antioquia;Girardota;;
UNIDAD ADMINISTRATIVA ESPECIAL DIRECCION NACIONAL DE BOMBEROS;900639630;No Definido;No Definido;;
E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA;891180268;Caquetá;Florencia;;
CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE BUCARAMANGA - INPEC;804003036;Santander;No Definido;;
CONTRALORIA GENERAL DE LA REPÚBLICA-CGR- GERENCIA DEPARTAMENTAL GUANIA;8999990672;Guainía;Inírida;;
CESAR - MUNICIPIO DE GONZALEZ;8000965979;Cesar;González;;
HOSPITAL RICAURTE EMPRESA SOCIAL DEL ESTADO;900121152;No Definido;No Definido;;
PERSONERIA MUNICIPAL DE IBAGUE;809000749;Tolima;Ibagué;;
MUNICIPIO DE SACHICA;800019846;No Definido;No Definido;;
ALCALDIA LOCAL DE FONTIBON;899999061;No Definido;No Definido;;
COMANDO AEREO DE COMBATE No. 6;800141638;Caquetá;Solano;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE GACHETA;832001803;Distrito Capital de Bogotá;Bogotá;;
POLICIA METROPOLITANA DEL VALLE DE ABURRA;800140985;No Definido;No Definido;;
ESCUELA DE SUBOFICIALES  FAC CT ANDRES M DIAZ;800141642;Distrito Capital de Bogotá;Bogotá;;
ALCALDÍA MUNICIPIO DE BELLO;890980112;No Definido;No Definido;;
SENA DIRECCIÓN GENERAL Dirección Jurídica;899999034;Distrito Capital de Bogotá;Bogotá;;
Empresa Distrital de Desarrollo y Renovación Urbano Sostenible de Santa Marta- EDUS;901128252;No Definido;No Definido;;
MUNICIPIO DE HONDA;800100058;Tolima;No Definido;;
INPEC - ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE SANTO DOMINGO;811010132;Antioquia;Santo Domingo;;
MUNICIPIO DE SANTIAGO DE CALI - DEPARTAMENTO ADMINISTRATIVO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES;890399011;Valle del Cauca;Cali;;
MUNICIPIO DE PAIPA;891801240;Boyacá;No Definido;;
E.S.E CENTRO DE SALUD DE COELLO;809002097;Tolima;Coello;;
ESAP TERRITORIAL QUINDIO RISARALDA;800117537;Risaralda;Dosquebradas;;
ASAMBLEA DEPARTALMENTAL DEL GUAVIARE;900947497;Guaviare;San José Del Guaviare;;
MUNICIPIO DE SANTA ROSA DE VITERBO;800039213;No Definido;No Definido;;
DEPARTAMENTO DE POLICÍA AMAZONAS;800140601;Amazonas;Leticia;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PENSILVANIA CALDAS;810001393;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA MUNICIPAL DE BARANOA;890112371;Atlántico;Baranoa;;
ALCALDIA DEL MUNICIPIO DE CAICEDO ANTIOQUIA;890984224;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE MELGAR;890701933;No Definido;No Definido;;
FONDO DE BIENESTAR SOCIAL Y DE CAPACITACIÓN DE LA CONTRALORÍA GENERAL DE NORTE DE SANTANDER;900003576;Norte de Santander;Cúcuta;;
INSTITUTO COLOMBIANO AGROPECUARIO-SECCIONAL CHOCO;899999069;Chocó;Quibdó;;
COLEGIO MAYOR DEL CAUCA;891500759;No Definido;No Definido;;
EMPRESA DE TECNOLOGIA; IMPRENTA Y COMUNICACIONES DE NARIÑO;814000416;Nariño;Pasto;
MUNICIPIO DE SUAZA;891180191;No Definido;No Definido;;
ESCUELA DE FORMACIÓN - INPEC;832001871;Cundinamarca;Funza;;
Rama Judicial  Dirección Seccional de Administración Judicial de Tunja;800165804;Boyacá;Tunja;;
INSTITUTO NACIONAL PENITENCIARIO INPEC REGIONAL CENTRAL;830035227;No Definido;No Definido;;
POSITIVA COMPAÑIA DE SEGUROS S.A.;860011153;Distrito Capital de Bogotá;No Definido;;
ALCALDÍA DEL MUNICIPIO DE VILLAHERMOSA;800100145;No Definido;No Definido;;
TRANSPORTADORA DE GAS INTERNACIONAL S.A. ESP;900134459;Distrito Capital de Bogotá;Bogotá;;
UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES;900478966;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO DISTRITAL DE TURISMO;900140515;Distrito Capital de Bogotá;No Definido;;
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DE URABA;811043428;Antioquia;Apartadó;;
SECRETARIA DE DESARROLLO E INCLUSION SOCIAL GOBERNACION DE CUNDINAMARCA;899999114;Distrito Capital de Bogotá;No Definido;;
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDA;899999034;Cundinamarca;Chía;;
ALCALDIA MUNICIPAL DE VILLA RICA;8170026754;Cauca;Villa Rica;;
GOBERNACIÓN VALLE DEL CAUCA - SECRETARIA DE SALUD;890399029;Valle del Cauca;Cali;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL SAN JOSE DE ACHI;806007813;Bolívar;Achí;;
ALCALDIA DE MACHETA;899999401;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE COLOSO;892280053;No Definido;No Definido;;
ICBF REGIONAL SAN ANDRES;899999239;San Andrés, Providencia y Santa Catalina;San Andrés;;
ALCALDIA MUNICIPAL DE BOLIVAR;891900945;Valle del Cauca;Bolívar;;
AGENCIA PARA LA GESTIÓN DEL PAISAJE; EL PATRIMONIO Y LAS ALIANZAS PÚBLICO PRIVADAS - APP;900623766;Antioquia;Medellín;
INSTITUTO NACIONAL DE METROLOGIA;900494393;Valle del Cauca;Buenaventura;;
EMPRESA SOCIAL DEL ESTADO CEPITA;804015655;No Definido;No Definido;;
MUNICIPIO DE PANDI;890680173;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CAUCA;899999069;Cauca;Popayán;;
ALCALDIA MUNICIPAL DE MIRAFLORES BOYACA;800029660;No Definido;No Definido;;
ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA;800141653;Atlántico;Barranquilla;;
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL UGPP;900373913;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO JOSE CAMACHO;805026755;Valle del Cauca;Cali;;
MUNICIPIO DE EL ESPINO;800031073;No Definido;No Definido;;
MUNICIPIO DE CORRALES;891855748;No Definido;No Definido;;
CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR;892301483;Distrito Capital de Bogotá;Bogotá;;
SERVICIO GEOLOGICO COLOMBIANO;899999294;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO QUIBDO;818000409;Chocó;Quibdó;;
MUNICIPIO DE SAN LUIS;890700842;No Definido;No Definido;;
ESE HOSPITAL INTEGRADO SAN BERNARDO DE BARBOSA;890205456;Santander;Barbosa;;
UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS; RENTAS Y CONTRIBUCIONES PARAFISCALES-ITRC;900528648;Distrito Capital de Bogotá;Bogotá;
ALCALDIA MUNICIPAL DE MAHATES;800095514;No Definido;No Definido;;
SECRETARIA PRIVADA GOBERNACION DE CALDAS;890801052;Caldas;Manizales;;
CONTRALORIA DEPARTAMENTAL DEL ATLANTICO;8901030374;Atlántico;No Definido;;
CONTRALORIA GENERAL DE BOYACA;891800721;Boyacá;Tunja;;
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (SEDE NACIONAL);899999239;No Definido;No Definido;;
ICBF REGIONAL CALDAS;899999239;Caldas;Manizales;;
POLICIA NACIONAL DE COLOMBIA;800141397;Caquetá;Florencia;;
ALCALDIA DE MITU;892099233;Vaupés;Mitú;;
INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE PUERTO BOYACA;820000484;Boyacá;Puerto Boyacá;;
INSTITUTO COLOMBIANO AGROPECUARIO-SECCIONAL CAQUETA;899999069;Caquetá;Florencia;;
DIRECCION DE SANIDAD EJERCITO DISPENSARIO MÉDICO DE SUROCCIDENTE;830039670;Distrito Capital de Bogotá;Bogotá;;
ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD;901037916;Distrito Capital de Bogotá;No Definido;;
ICBF REGIONAL PUTUMAYO;899999239;Putumayo;Mocoa;;
GOBIERNO DEPARTAMENTAL DEL TOLIMA;8001136727;No Definido;No Definido;;
HOSPITAL SAN RAFAEL DE EL ESPINAL TOLIMA E.S.E;890701033;Tolima;Ibagué;;
MINISTERIO DEL TRABAJO - DIRECCION TERRITORIAL QUINDIO;801003571;Quindío;Armenia;;
DIRECCION DE TRANSITO DE BUCARAMANGA;890204109;Santander;Bucaramanga;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DE SALUD PUBLICA;890399011;No Definido;No Definido;;
MUNICIPIO DE SOLEDAD;890106291;No Definido;No Definido;;
GOBERNACION DEL QUINDIO;890001639;No Definido;No Definido;;
COMISIÓN NACIONAL DEL SERVICIO CIVIL;900003409;Distrito Capital de Bogotá;No Definido;;
GOBERNACIÓN DE CUNDINAMARCA - SECRETARÍA DE SALUD;899999114;Arauca;Arauca;;
INSTITUCION EDUCATIVA INSTITUTO TECNICO GIRARDOT;800216267;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE SOLITA;800095788;No Definido;No Definido;;
MUNICIPIO DE LA SALINA;800103657;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO LA MESA - INPEC;808000718;Cundinamarca;El Colegio;;
POLICIA METROPOLITANA DE MANIZALES-AREA SANIDAD;900805219;Caldas;Manizales;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE UBATE;832001816;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE URIBIA;892115155;La Guajira;Uribia;;
MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES DE COLOMBIA.;899999053;Santander;Bucaramanga;;
FUNDACION GILBERTO ALZATE AVENDAÑO;860044113;Distrito Capital de Bogotá;Bogotá;;
DEPARTAMENTO ADMINISTRATIVO DE TRÁNSITO Y TRANSPORTE DATT;890480184;Bolívar;Cartagena;;
FONDO DE PRESTACIONES ECONOMICAS CESANTIAS Y PENSIONES;860041163;No Definido;No Definido;;
INSTITUTO MUNICIPAL DE CULTURA; TURISMO; RECREACIÓN Y DEPORTE DE NILO ICTRD;900426075;Cundinamarca;Nilo
INSTITUTO PARA EL DEPORTE Y LA RECREACION DE AGUAZUL;844000963;Casanare;Aguazul;;
INSTITUCION EDUCATIVA DEPARTAMENTAL EL TRIUNFO;890680159;Cundinamarca;No Definido;;
PERSONERÍA MUNICIPAL DE VETAS;1101340141;Santander;Vetas;;
AGUAS Y ASEO DE YONDO S.A. E.S.P.;811021151;Antioquia;Yondó;;
ALCALDÍA MUNICIPAL DE SAN PEDRO;892280063;Sucre;San Pedro;;
Empresa Nacional Promotora del Desarrollo Territorial - ENTerritorio;899999316;Distrito Capital de Bogotá;No Definido;;
CONTRALORIA GENERAL DEPARTAMENTO NORTE DE SANTADER;890501431;Norte de Santander;Cúcuta;;
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION  TERRITORIAL AMAZONIA;900005502;Distrito Capital de Bogotá;No Definido;;
AGENCIA NACIONAL DE SEGURIDAD VIAL;9008529985;Distrito Capital de Bogotá;No Definido;;
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - BUCARAMANGA;800130717;Santander;Bucaramanga;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL GUAVIARE;899999069;Guaviare;San José Del Guaviare;;
SENA REGIONAL ANTIOQUIA Grupo Administrativo CIAA;899999034;Antioquia;Rionegro;;
MUNICIPIO DE TUTAZÁ;800099635;Boyacá;Tutazá;;
ALCALDÍA MUNICIPAL DE BIELTRAN;800094624;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CUNDINAMARCA;899999069;Cundinamarca;Mosquera;;
ALCALDIA MUNICIPAL DE SAN ESTANISLAO DE KOSTKA;890481310;No Definido;No Definido;;
MUNICIPIO DE MARIQUITA;890701342;Tolima;No Definido;;
MUNICIPIO DE TOCA;800099642;No Definido;No Definido;;
MUNICIPIO DE LABRANZAGRANDE;800099206;No Definido;No Definido;;
MUNICIPIO DE CAMPOHERMOSO;800028393;Boyacá;Campohermoso;;
ESAP  TERRITORIAL VALLE DEL CAUCA;800117545;Valle del Cauca;Cali;;
ALCALDIA MUNICIPIO DE CALDAS BOYACÁ;891801796;Boyacá;Caldas;;
MUNICIPIO DE SAN DIEGO;800096623;No Definido;No Definido;;
DANE - TERRITORIAL CENTRO OCCIDENTE;899999027;Caldas;Manizales;;
CORPORACION AUTONOMA REGIONAL DEL CAUCA;8915018854;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE IPIALES - NIVEL CENTRAL;800099095;No Definido;No Definido;;
MUNICIPIO DE TIBÚ;800070682;No Definido;No Definido;;
GRUPO AEREO DEL CASANARE;900268092;Casanare;Yopal;;
ALCALDIA DEL MUNICIPIO DE RIVERA HUILA;891180040;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE RESTREPO VALLE DEL CAUCA;891902191;No Definido;No Definido;;
CARCEL Y PENITENCIARIA DE MEDIANA SEGURIDAD DE COROZAL;823000924;Sucre;Corozal;;
ALCALDIA MUNICIPAL DE SAN ZENON MAGDALENA;891780055;No Definido;No Definido;;
INSTITUTO PARA LA RECREACIÓN Y EL DEPORTE EN EL MUNICIPIO DE SANTA FE DE ANTIOQUIA;901027478;Antioquia;Santafé De Antioquia;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE RIOHACHA INPEC;825000432;La Guajira;Riohacha;;
UNIDAD ADMINISTRATIVA ESPECIAL DE AERONÁUTICA CIVIL AEROCIVIL;899999059;Magdalena;Plato;;
CANAL CAPITAL;830012587;No Definido;No Definido;;
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC INTELIGENCIA;800131292;Distrito Capital de Bogotá;Bogotá;;
AGENCIA DE RENOVACION DEL TERRITORIO;901006886;Distrito Capital de Bogotá;No Definido;;
DIRECCION DE BIENESTAR DE LA POLICIA NACIONAL;830042321;Distrito Capital de Bogotá;No Definido;;
PERSONERIA MUNICIPAL DE CHIPATA;890208098;Santander;Chipatá;;
INSTITUTO DE CULTURA Y PATRIMONIO DE ANTIOQUIA;900425129;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE VELEZ;804004084;Santander;Vélez;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR- GERENCIA DEPARTAMENTAL CAUCA;899999067;Cauca;Popayán;;
INSTITUCION EDUCATIVA DISTRITAL MANUELA AYALA DE GAITAN;800136287;Distrito Capital de Bogotá;Bogotá;;
Municipio de Puerto Carreño Vichada;892099305;No Definido;No Definido;;
CARVAJAL LABORATORIOS IPS SAS;900152996;Boyacá;Tunja;;
TERMINAL DE TRANSPORTE S.A;860052155;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE SUAREZ;890700978;No Definido;No Definido;;
HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.;891580002;Cauca;Popayán;;
ALCALDIA MUNICIPAL DE JURADO;891680402;Chocó;Juradó;;
INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL EL ALTICO;900015752;Cundinamarca;Cogua;;
MUNICIPIO DE LOS PALMITOS;892201287;Sucre;Los Palmitos;;
HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO - CALDAS E.S.E;890801989;No Definido;No Definido;;
CASA MUNICIPAL DE LA CULTURA;800185741;Antioquia;Caldas;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE PAMPLONA - INPEC;890505988;Norte de Santander;Pamplona;;
POLICIA METROPOLITANA DE IBAGUE;900486439;Tolima;Ibagué;;
INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA INES;8906800457;Cundinamarca;Silvania;;
MUNICIPIO DE OICATA;800026156;No Definido;No Definido;;
ALCALDIA  MUNICIPIO DE SUAREZ CAUCA;800117687;Cauca;Suárez;;
COMANDO GENERAL - DIRECCION NACIONAL DE GAULA MILITARES;900457470;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO SECCIONAL CESAR;899999069;Cesar;Valledupar;;
MUNICIPIO SANTA ROSA DE OSOS;890981554;No Definido;No Definido;;
MUNICIPIO DE VITERBO;800090833;Caldas;Manizales;;
COMANDO AÉREO DE COMBATE No. 1;800141624;Cundinamarca;Puerto Salgar;;
INSTITUTO DE CULTURA; DEPORTES; LA EDUCACIÓN FÍSICA Y RECREACIÓN DEL DEPARTAMENTO DEL PUTUMAYO INDERCULTURA PUTUMAYO;846000696;No Definido;No Definido
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE AGUADAS;810001377;Caldas;Aguadas;;
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO;805027289;No Definido;No Definido;;
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CTCM;899999034;Distrito Capital de Bogotá;Bogotá;;
INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TISQUESUSA;8320040092;Cundinamarca;Susa;;
ESAP TERRITORIAL NARIÑO ALTO PUTUMAYO;800117534;Nariño;Pasto;;
ALCALDIA MUNICIPAL DE HOBO HUILA;891180019;Huila;Hobo;;
EMPRESA DE DESARROLLO URBANO DE PEREIRA - EDUP;901065380;Risaralda;Pereira;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SAN VICENTE DE CHUCURI;829000769;Santander;San Vicente De Chucurí;;
POLICIA METROPOLITANA DE SAN JERONIMO DE MONTERIA;900800975;Córdoba;Montería;;
CONTRALORÍA GENERAL DE LA REPÚBLICA - GERENCIA DEPARTAMENTAL COLEGIADA DE GUAVIARE;899999067;Guaviare;San José Del Guaviare;;
ESTABLECIMIENTO PENITENCIARIO ALTA Y MEDIANA SEGURIDAD Y CARCELARIO ALTA SEGURIDAD DE POPAYAN INPEC POPAYAN;817005159;Cauca;Popayán;;
Rama Judicial  Dirección Seccional de Administración Judicial de Cali;805003838;Valle del Cauca;Cali;;
MUNICIPIO DE ANSERMANUEVO;800100532;No Definido;No Definido;;
INSTITUTO DEPARTAMENTAL DE CULTURA Y TURISMO DE CUNDINAMARCA;900294905;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA  MARIA AUXILIADORA DE LOS CEDROS;900011804;Boyacá;Campohermoso;;
DIRECCIÓN ADMINISTRATIVA DE INTELIGENCIA NAVAL;900039527;No Definido;No Definido;;
SENA REGIONAL ANTIOQUIA Grupo Administrativo Complejo Itagüí;899999034;Antioquia;Itagui;;
BATALLON DE A.S.P.C No 17 CLARA ELISA NARVAEZ ARTEAGA;830054053;Antioquia;Carepa;;
SENA REGIONAL VICHADA Grupo de Apoyo Administrativo Mixto;899999034;Vichada;Puerto Carreño;;
MUNICIPIO DE BUCARAMANGA;890201222;Santander;Bucaramanga;;
INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ;800248004;No Definido;No Definido;;
ALCALDÍA DE FLORIDABLANCA;890205176;Santander;Floridablanca;;
CONTRALORIA DEPARTAMENTAL DEL GUAVIARE;832000115;Guaviare;San José Del Guaviare;;
Instituto Departamental de Recreación y Deporte INDERSANTANDER;804004370;Santander;Bucaramanga;;
ALCALDÍA MUNICIPIO DE ARANZAZU;890801142;Caldas;Manizales;;
ALCALDIA  DE MARIA LA BAJA;800095466;No Definido;No Definido;;
INSTITUTO MUNICIPAL DE DEPORTES Y RECREACIÓN DE APARTADÓ;900266892;Antioquia;Apartadó;;
MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL;899999028;Distrito Capital de Bogotá;Bogotá;;
BATALLON ASPC No. 4 CACIQUE YARIGUIEZ;800130708;No Definido;No Definido;;
INSTITUTO NACIONAL DE VIAS;800215807;Boyacá;Tunja;;
ALCALDIA MUNICIPIO JAMUNDI;890399046;No Definido;No Definido;;
DIRECCION GENERAL MARITIMA - INRED 3;802008959;Atlántico;Barranquilla;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE FRESNO;809003231;Tolima;No Definido;;
ALCALDIA MUNICIPAL PIVIJAY MAGDALENA;891780050;Magdalena;Pivijay;;
INSTITUCION EDUCATIVA TECNICA JOSE IGNACIO DE MARQUEZ;891800467;Boyacá;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO ICA SECCIONAL PUTUMAYO;8999990697;Putumayo;Puerto Asís;;
MUNICIPIO MANTA CUNDINAMARCA;800094711;Cundinamarca;Manta;;
JARDÍN BOTÁNICO JOSÉ CELESTINO MUTIS;860030197;Distrito Capital de Bogotá;Bogotá;;
SOCIEDAD PUBLICA TERMINAL REGIONAL DE TRANSPORTE TERRESTRE DE TUNJA S.A.S;9011548528;Boyacá;Tunja;;
DEPARTAMENTO DEL ARAUCA;8001028385;Arauca;Arauca;;
DEPARTAMENTO DE POLICIA GUAINIA - DEGUN;843000047;No Definido;No Definido;;
ALCALDIA MUNICIPIO HATO COROZAL;800012638;No Definido;No Definido;;
MUNICIPIO DE CAQUEZA;899999462;No Definido;No Definido;;
SECRETARIA DE CIENCIA;TECNOLOGÍA E INNOVACIÓN - DEPARTAMENTO DE CUNDINAMARCA;899999114;Distrito Capital de Bogotá;Bogotá;
COMANDO DE RECLUTAMIENTO Y CONTROL RESERVAS DEL EJERCITO NACIONAL;800130643;Distrito Capital de Bogotá;Bogotá;;
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL BOGOTA;830115226;Distrito Capital de Bogotá;No Definido;;
EMPRESA DE ACUEDUCTO; ALCANTARILLADO Y ASEO DEL MUNICIPIO DE LA JAGUA DE IBIRICO - CESAR S.A E.S.PAAA DE LA JAGUA DE IBIRICO;900759667;Cesar;La Jagua De Ibirico;
INSTITUCION EDUCATIVA RURAL GLADYS BONILLA DE GIL;825000453;La Guajira;Distracción;;
MUNICIPIO DE SOTAQUIRA;891801061;No Definido;No Definido;;
ICBF REGIONAL ATLANTICO;8999992399;Atlántico;No Definido;;
ALCALDIA SABANAS DE SAN ANGEL;819003224;Magdalena;Sabanas De San Angel;;
HOSPITAL SAN VICENTE DE PAUL EMPRESA SOCIAL DEL ESTADO;890001098;Quindío;Filandia;;
CONTRALORIA DISTRITAL DE BUENAVENTURA;8000933725;Valle del Cauca;Buenaventura;;
MUNICIPIO DE GACHANCIPA;899999419;Cundinamarca;Gachancipá;;
EMPRESAS PÚBLICAS MUNICIPALES DE SIBATÉ;900171710;Cundinamarca;Sibaté;;
SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN;890399029;Valle del Cauca;Cali;;
CLUB MILITAR;860016951;Cundinamarca;Nilo;;
MUNICIPIO DE PUERTO COLOMBIA;800094386;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DE INFRAESTRUCTURA MUNICIPAL;890399011;Valle del Cauca;Cali;;
E.S.E. HOSPITAL SANTANDER HERRERA;819002025;Magdalena;Pivijay;;
ALCALDIA MUNICIPAL DE SIMACOTA;890208807;Santander;Simacota;;
ALCALDÍA MUNICIPAL DE GIRARDOT;890680378;No Definido;No Definido;;
INSTITUCION EDUCATIVA DIOSA CHIA;832004414;Cundinamarca;Chía;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;800141338;No Definido;No Definido;;
MUNICIPIO DE CHITARAQUE;800034476;Boyacá;Chitaraque;;
DIRECCION GENERAL MARITIMA - INRED 1;835000771;Valle del Cauca;Buenaventura;;
COMANDO AÉREO DE COMBATE No. 2;800141627;Meta;Villavicencio;;
INSTITUCIÓN DE EDUCACIÓN SUPERIOR COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS;890802678;No Definido;No Definido;;
PERSONERÍA MUNICIPAL DE COTA;900569944;Cundinamarca;Cota;;
UNIVERSIDAD DE ANTIOQUIA /)(;890980040;Distrito Capital de Bogotá;Bogotá;;
CENTRAL ADMINISTRATIVA Y CONTABLE  - CENAC - CALI;800130690;Valle del Cauca;Cali;;
EMPRESAS PUBLICAS DE JARDIN S.A. E.S.P. EPJ;900045268;Antioquia;Jardín;;
INSTITUTO PARA EL FOMENTO DE LA RECREACIÓN Y EL DEPORTE DE SOGAMOSO;826000058;Boyacá;Sogamoso;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CAICEDONIA;821000700;Valle del Cauca;Caicedonia;;
ALCALDIA MUNICIPAL DE TOLUVIEJO;800100751;Sucre;Tolú Viejo;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE LA UNIÓN INPEC;814001009;Nariño;La Unión;;
COLEGIO INTEGRADO HELENA SANTOS ROSILLO;804002756;Santander;Charalá;;
CUNDEPORTES RICAURTE;808000021;Cundinamarca;Ricaurte;;
FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA;800252683;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA DE VERGARA CUNDINAMARCA;899999448;No Definido;No Definido;;
